name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994
				AllowanceForDoubtfulAccountsReceivable,"-14,645,000","-10,352,000",,"-13,358,000",,"0","-923,000","-787,000",,"-356,000",,,,,,,,,,,,,"-14,990,000",,,"-14,935,000",,,,,,,,,,"-17,272,000",,,,,"-17,191,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,256,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"215,288,000","204,323,000","172,463,000","195,204,000","204,214,000","176,931,000","142,423,000","138,345,000","133,537,000","131,579,000","108,686,000","92,372,000","104,956,000","99,875,000","82,442,000","69,831,000","67,234,000","53,865,000","79,531,000","46,405,000",,"72,178,000","82,083,000","81,928,000","84,260,000","102,367,000","88,520,000","84,888,000","85,498,000","79,478,000","52,730,000","46,301,000",,"86,581,000","67,646,000","53,464,000",,"51,442,000","8,907,000",,"7,099,000","4,765,000","16,480,000","19,422,000",,"32,773,000",,,"52,929,000","68,903,000","64,168,000",,,"37,081,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,"44,554,000","70,862,000","73,303,000","57,889,000","59,132,000","62,855,000","55,574,000",,"82,259,000","94,226,000","77,327,000","85,799,000","99,907,000","107,956,000","105,662,000","113,596,000","134,506,000",,"128,919,000",,"128,026,000","134,939,000","80,121,000",,"101,372,000",,,,,,,"48,281,000",,"40,027,000",,"34,547,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"108,759,000","100,745,000","75,060,000","69,494,000","79,074,000","94,642,000","90,516,000","70,097,000","76,907,000","72,477,000","68,732,000","77,854,000","19,458,000","19,558,000","13,969,000","16,537,000","25,286,000","18,377,000","17,454,000","55,574,000","0","17,301,000","-7,657,000","-7,581,000","-4,075,000","10,680,000","-13,118,000","-10,926,000","-10,095,000","7,221,000","-10,992,000","-11,724,000","0","4,714,000","-15,293,000","-15,032,000","0","-10,992,000","0","0","10,841,000",,"0","0","48,281,000","0","40,027,000","0","34,547,000","0","0","0","0","0","176,098,000","62,812,000","47,033,000","98,613,000","27,748,000","20,556,000","34,042,000","32,830,000","25,734,000","20,428,000","0","66,196,000","60,027,000","10,910,000","9,688,000","8,343,000",,"0","0","7,473,000","0",,,"13,612,000","0","0","0","9,022,000",,"0",,,,,,
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,"-21,616,000","-19,778,000","-20,020,000","-19,998,000","-4,796,000","-19,748,000","-19,444,000","-19,653,000","-19,828,000","-20,034,000","-20,492,000",,"-20,650,000","-22,000,000","-22,036,000",,"-18,793,000",,,"-2,008,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"1,270,747,000","1,183,776,000","1,111,932,000","1,095,626,000","1,069,894,000","1,093,028,000","1,092,482,000","1,075,428,000","1,041,387,000","983,338,000","963,572,000","952,821,000","933,352,000","913,674,000","910,207,000","905,767,000","923,657,000","902,074,000","916,386,000","951,857,000","959,300,000","993,072,000","1,015,600,000","1,017,854,000","1,039,938,000","1,003,846,000","998,196,000","970,736,000","965,998,000","919,603,000","923,321,000","893,188,000","906,000,000","955,530,000","956,787,000","917,518,000","891,200,000","896,236,000","839,918,000","794,200,000","812,133,000","744,402,000","707,515,000","637,085,000","625,339,000","605,101,000","639,539,000","618,071,000","633,509,000","637,689,000","646,671,000","632,400,000","579,100,000","540,727,000","562,517,000","535,989,000","442,154,000","387,768,000","385,930,000","377,544,000","384,042,000","365,499,000","387,466,000","374,298,000","376,208,000","327,232,000","313,046,000","321,193,000","281,704,000","274,602,000","260,600,000","255,700,000","253,500,000","245,394,000","227,200,000","228,500,000","227,400,000","232,802,000","227,700,000","226,500,000","214,600,000","208,394,000",,"212,134,000","188,554,000","182,000,000","149,500,000","129,600,000","78,400,000","101,400,000"
			RawMaterials,"60,737,000","53,622,000","42,589,000","40,860,000","38,395,000","41,701,000","41,187,000","39,992,000","39,675,000","33,351,000","34,282,000","35,616,000","37,320,000","33,604,000","34,692,000","36,242,000","36,384,000","31,621,000","27,423,000","32,691,000",,"31,146,000","37,345,000","37,587,000","46,281,000","34,197,000","38,741,000","37,440,000","39,734,000","39,938,000","49,317,000","54,155,000",,"50,918,000","53,804,000","48,193,000",,"46,594,000","45,624,000",,"45,306,000","41,713,000","34,391,000","31,689,000","30,913,000","28,518,000","24,835,000","23,178,000","21,391,000","23,625,000","26,570,000",,,"32,169,000",,,,,,,,,,,"18,025,000",,,,,,,,,,,,,,,,,"10,881,000",,,,,,,,
			WorkInProcess,"546,715,000","527,118,000","527,561,000","530,093,000","503,628,000","487,830,000","475,430,000","457,958,000","451,475,000","457,563,000","440,948,000","430,838,000","418,205,000","423,621,000","414,668,000","415,127,000","452,727,000","456,333,000","451,831,000","475,032,000",,"482,261,000","468,113,000","469,304,000","469,673,000","478,627,000","487,267,000","471,716,000","467,550,000","453,816,000","449,401,000","424,136,000",,"400,824,000","398,835,000","407,314,000",,"411,039,000","386,256,000",,"384,080,000","355,894,000","336,937,000","311,309,000","303,425,000","291,536,000","285,096,000","277,746,000","291,389,000","300,161,000","280,153,000",,,"188,069,000","162,695,000","159,202,000","151,624,000","145,209,000","130,359,000","133,836,000","135,565,000","136,734,000","125,837,000","120,745,000","119,220,000","102,187,000","105,072,000","102,168,000","109,436,000","96,616,000",,,,"95,961,000",,,,"99,873,000",,,,"81,075,000",,,,,,,,
			FinishedGoods,"663,295,000","603,036,000","541,782,000","524,673,000","527,871,000","563,497,000","575,865,000","577,478,000","550,237,000","492,424,000","488,342,000","486,367,000","477,827,000","456,449,000","460,847,000","454,398,000","434,546,000","414,120,000","437,132,000","444,134,000",,"479,665,000","510,142,000","510,963,000","523,984,000","491,022,000","472,188,000","461,580,000","458,714,000","425,849,000","424,603,000","414,897,000",,"503,788,000","504,148,000","462,011,000",,"438,603,000","408,038,000",,"382,747,000","346,795,000","336,187,000","294,087,000","291,001,000","285,047,000","329,608,000","317,147,000","320,729,000","313,903,000","339,948,000",,,"320,489,000","361,558,000","344,241,000","262,675,000","218,073,000","230,634,000","220,652,000","228,842,000","209,112,000","242,391,000","234,946,000","238,963,000","207,195,000","193,620,000","202,959,000","158,932,000","165,436,000",,,,"138,435,000",,,,"121,133,000",,,,"116,438,000",,,,,,,,
			OtherInventories,,,,,,,,,,,,,,,,,,,"0","0",,"0","0","0","0","0","0","0",,"0",,"0",,"0","0","0",,"0","0",,"0",,"0","0","0","0","0","0","0","0","0",,,"0","38,264,000","32,546,000","27,855,000","24,486,000","24,937,000","23,056,000","19,635,000","19,653,000","19,238,000","18,607,000","0","17,850,000","14,354,000","16,066,000","13,336,000","12,550,000",,,,"10,998,000",,,,"11,796,000",,,,"0",,,,,,,,
		PrepaidAssets,"85,448,000","71,503,000","55,799,000","44,657,000","42,770,000","32,178,000","53,684,000","45,291,000","45,829,000","30,111,000","24,459,000","22,794,000","33,778,000","22,227,000","32,173,000","37,144,000","34,895,000","21,271,000","13,529,000","9,237,000",,"14,488,000","28,115,000","26,810,000","24,208,000","20,302,000","23,915,000","25,583,000","22,555,000","21,102,000","43,302,000","39,632,000",,"24,039,000","30,350,000","32,233,000",,"24,330,000",,,"10,257,000",,,,,,,,,"5,275,000","5,184,000",,,"5,490,000","5,531,000","6,774,000","9,291,000","4,197,000","7,151,000","6,492,000","7,831,000","3,885,000","5,987,000","5,292,000","7,313,000","3,189,000","5,993,000","5,105,000","6,175,000","2,735,000",,,,"2,646,000",,,,"2,978,000",,,,"1,931,000",,"2,465,000",,,,,,
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,"71,262,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,"57,110,000","52,089,000","41,267,000","43,548,000","32,291,000","51,404,000","46,405,000",,"54,787,000","61,714,000","60,613,000","45,128,000","65,277,000","63,076,000","59,546,000","56,511,000","47,975,000",,"25,377,000",,"59,476,000","42,778,000","23,110,000",,"30,234,000",,,,,,,"25,448,000",,"26,627,000","41,058,000",,"5,377,000","33,969,000",,,"34,802,000","16,265,000",,,,,,,,"8,869,000","6,078,000","6,519,000","2,528,000",,,,,,,,,,,,,,,,"1,421,000",,"2,840,000",,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,"57,110,000","52,089,000","41,267,000","43,548,000","32,291,000","51,404,000","46,405,000",,"54,787,000","61,714,000","60,613,000","45,128,000","65,277,000","63,076,000","59,546,000","56,511,000","47,975,000",,"25,377,000",,"59,476,000","42,778,000","23,110,000",,"30,234,000",,,,,,,"25,448,000",,"26,627,000","41,058,000",,"5,377,000","33,969,000",,,"34,802,000","16,265,000",,,,,,,,"8,869,000","6,078,000","6,519,000","2,528,000",,,,,,,,,,,,,,,,"1,421,000",,"2,840,000",,,,,,
		AssetsHeldForSaleCurrent,"118,000","582,000","582,000","637,000","656,000","1,629,000","2,968,000","32,107,000","1,711,000","2,454,000","872,000","1,430,000","1,485,000","1,430,000","60,131,000","62,305,000","1,478,000","1,589,000","1,894,000","1,850,000",,"2,056,000","2,056,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,"6,663,000","13,879,000","8,142,000","6,574,000","6,486,000","2,610,000","2,475,000","4,107,000","57,006,000","19,801,000","18,143,000","2,611,000","13,564,000","20,931,000","22,063,000","29,990,000","4,588,000","6,038,000","5,458,000","10,075,000",,"5,029,000","2,236,000","10,201,000","12,062,000","19,058,000","23,151,000","13,714,000","29,752,000","17,160,000","27,439,000","2,607,000",,"28,290,000","33,823,000","36,567,000",,"71,942,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"1,008,000","754,000","1,090,000","868,000","501,000","414,000","470,000","470,000","607,000","604,000","3,585,000","629,000","570,000","341,000","258,000","352,000","550,000","215,000","397,000","39,217,000","94,200,000","5,015,000","3,582,000","17,510,000","17,526,000","16,569,000","3,264,000","2,566,000","2,572,000","2,509,000","4,734,000","7,897,000","100,100,000","5,213,000","937,000","885,000","95,200,000","6,094,000","45,479,000","51,900,000","45,610,000","63,792,000","42,873,000","36,460,000","40,427,000","44,442,000","25,393,000","25,243,000","34,601,000","87,971,000","51,530,000","173,000,000","129,600,000","11,583,000","34,357,000","85,936,000","45,488,000","24,720,000","48,671,000","13,347,000","43,472,000","11,815,000","19,968,000","174,032,000","36,237,000","42,226,000","35,684,000","41,078,000","28,991,000","27,148,000","40,000,000","36,600,000","47,700,000","36,335,000","39,400,000","38,900,000","44,000,000","34,207,000","41,700,000","40,800,000","44,600,000","30,295,000","435,300,000","44,575,000","61,819,000","84,400,000","58,700,000","171,000,000","158,300,000","76,000,000"
	TotalNonCurrentAssets,"2,597,395,000","2,458,202,000","2,336,764,000","2,257,301,000","2,246,310,000","2,249,205,000","2,055,894,000","2,021,178,000","2,012,832,000","2,001,985,000","1,981,374,000","1,948,286,000","1,919,909,000","1,868,498,000","1,802,513,000","1,781,004,000","1,845,316,000","1,829,975,000","1,795,352,000","1,807,932,000","1,849,400,000","1,883,578,000","1,867,609,000","1,914,531,000","1,936,011,000","1,946,918,000","1,972,420,000","2,061,425,000","2,104,315,000","2,151,837,000","2,189,900,000","2,227,706,000","2,271,000,000","2,312,559,000","2,309,236,000","2,260,704,000","2,213,200,000","2,169,697,000","2,086,746,000","2,025,200,000","1,955,961,000","1,915,170,000","1,863,979,000","1,821,858,000","1,728,642,000","1,677,573,000","1,532,399,000","1,476,502,000","1,448,938,000","1,458,003,000","1,375,028,000","1,297,700,000","1,263,600,000","1,227,801,000","1,154,709,000","1,111,910,000","1,106,441,000","1,082,365,000","1,067,644,000","1,051,829,000","1,037,946,000","1,025,327,000","1,019,436,000","1,013,181,000","992,058,000","897,785,000","859,181,000","813,188,000","787,768,000","785,922,000","749,400,000","808,700,000","816,400,000","829,006,000","832,600,000","836,300,000","826,300,000","835,739,000","838,400,000","850,100,000","863,100,000","871,191,000","864,300,000","903,740,000","897,839,000","898,400,000","749,500,000","584,300,000","417,200,000","304,800,000"
		NetPPE,"2,189,961,000","2,214,365,000","2,072,050,000","1,930,614,000","1,935,443,000","1,917,389,000","1,859,556,000","1,842,791,000","1,807,474,000","1,787,982,000","1,756,754,000","1,717,631,000","1,693,868,000","1,637,855,000","1,555,412,000","1,528,815,000","1,442,253,000","1,437,193,000","1,435,034,000","1,448,773,000","1,490,900,000","1,532,710,000","1,549,962,000","1,621,593,000","1,645,642,000","1,683,576,000","1,712,575,000","1,797,045,000","1,835,928,000","1,887,954,000","1,929,757,000","1,969,289,000","2,014,900,000","2,054,377,000","2,136,276,000","2,095,839,000","2,039,800,000","2,026,132,000","1,897,097,000","1,847,800,000","1,777,354,000","1,755,042,000","1,694,952,000","1,593,366,000","1,515,350,000","1,453,973,000","1,395,470,000","1,339,924,000","1,303,135,000","1,324,405,000","1,264,408,000","1,189,400,000","1,155,300,000","1,119,920,000","1,045,724,000","1,004,161,000","1,006,525,000","983,449,000","967,705,000","951,930,000","932,544,000","916,928,000","902,198,000","892,457,000","867,160,000","794,647,000","765,650,000","721,766,000","699,926,000","694,762,000","671,600,000","647,700,000","659,900,000","669,379,000","676,000,000","683,700,000","679,000,000","679,058,000","684,600,000","688,500,000","699,100,000","708,867,000","714,200,000","702,891,000","752,634,000","765,900,000","686,600,000","523,700,000","283,000,000","254,500,000"
			GrossPPE,"5,782,975,000","5,771,902,000","5,571,729,000","5,390,006,000","5,336,846,000","5,266,252,000","5,180,140,000","5,112,684,000","5,036,514,000","4,979,477,000","4,899,019,000","4,812,178,000","4,739,699,000","4,634,886,000","4,508,380,000","4,431,296,000","4,286,253,000","4,233,038,000","4,215,980,000","1,448,773,000","1,490,900,000","4,140,841,000","4,106,665,000","4,086,798,000","4,050,311,000","4,023,272,000","3,966,344,000","3,949,468,000","3,927,601,000","3,912,181,000","3,884,260,000","3,858,659,000","2,014,900,000","3,830,800,000","3,855,455,000","3,760,016,000","2,039,800,000","3,588,266,000","3,406,229,000",,"3,187,656,000","3,118,901,000","3,002,805,000","2,851,719,000","2,727,144,000","2,624,041,000","2,534,472,000","2,443,292,000","2,410,426,000","2,381,561,000","2,288,336,000",,,"2,035,483,000","1,934,658,000","1,860,182,000","1,846,793,000","1,797,201,000","1,766,765,000","1,726,568,000","1,686,143,000","1,647,850,000","1,616,327,000","1,584,279,000","1,538,534,000","1,425,106,000","1,394,577,000","1,333,611,000","1,295,283,000","1,274,442,000","1,190,001,000","1,166,101,000","1,178,301,000","1,187,780,000","1,132,743,000","1,140,443,000","1,135,743,000","1,135,801,000","1,084,774,000","1,088,674,000","1,099,274,000","1,109,041,000","1,043,927,000","1,032,618,000","1,030,032,000","994,400,000","864,400,000","664,000,000","390,100,000","343,900,000"
